Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
farmLifeHungryVealPenDesc,,block,Blocks,newKey,Type: Veal Pen (Farm Life Livestock) \n\nHarvested with: Any Butcher Tool (Axe/Knife/Machete) \nUnlocked by: FarmLife Magazines \nUsed in: Farm Life Recipes\n\nThese animals can be harvested when fully grown and used to create delicious meals.,,,,,,,,Typ: Zagroda dla Cieląt (Inwentarz Farm Life) \n\nPozyskiwanie: Dowolne Narzędzie Rzeźnickie (Siekiera/Nóż/Maczeta) \nOdblokowane przez: Czasopisma FarmLife \nUżywane w: Przepisy Farm Life\n\nZwierzęta te mogą zostać oprawione po pełnym dorastaniu i użyte do tworzenia pysznych posiłków.,,,,,,

farmLifeHungryElkPenDesc,,block,Blocks,newKey,Type: Elk Pen (Farm Life Livestock) \n\nHarvested with: Any Butcher Tool (Axe/Knife/Machete) \nUnlocked by: FarmLife Magazines \nUsed in: Farm Life Recipes\n\nThese animals can be harvested when fully grown and used to create delicious meals.,,,,,,,,Typ: Zagroda dla Łosi (Inwentarz Farm Life) \n\nPozyskiwanie: Dowolne Narzędzie Rzeźnickie (Siekiera/Nóż/Maczeta) \nOdblokowane przez: Czasopisma FarmLife \nUżywane w: Przepisy Farm Life\n\nZwierzęta te mogą zostać oprawione po pełnym dorastaniu i użyte do tworzenia pysznych posiłków.,,,,,,

farmLifeHungryHorseDesc,,block,Blocks,newKey,Type: Horse Pen (Farm Life Livestock) \n\nHarvested with: Any Butcher Tool (Axe/Knife/Machete) \nUnlocked by: FarmLife Magazines \nUsed in: Farm Life Recipes\n\nThese animals can be harvested when fully grown and used to create delicious meals.,,,,,,,,Typ: Zagroda dla Koni (Inwentarz Farm Life) \n\nPozyskiwanie: Dowolne Narzędzie Rzeźnickie (Siekiera/Nóż/Maczeta) \nOdblokowane przez: Czasopisma FarmLife \nUżywane w: Przepisy Farm Life\n\nZwierzęta te mogą zostać oprawione po pełnym dorastaniu i użyte do tworzenia pysznych posiłków.,,,,,,

farmLifeSalmonPondDesc,,block,Blocks,newKey,Type: Salmon Pond (Farm Life Livestock) \n\nHarvested with: Any Butcher Tool (Axe/Knife/Machete) \nUnlocked by: FarmLife Magazines \nUsed in: Farm Life Recipes\n\nThese animals can be harvested when fully grown and used to create delicious meals.,,,,,,,,Typ: Staw z Łososiami (Inwentarz Farm Life) \n\nPozyskiwanie: Dowolne Narzędzie Rzeźnickie (Siekiera/Nóż/Maczeta) \nOdblokowane przez: Czasopisma FarmLife \nUżywane w: Przepisy Farm Life\n\nZwierzęta te mogą zostać oprawione po pełnym dorastaniu i użyte do tworzenia pysznych posiłków.,,,,,,

farmLifeSalmonPondLRGDesc,,block,Blocks,newKey,Type: Salmon Pond (Farm Life Livestock) \n\nHarvested with: Any Butcher Tool (Axe/Knife/Machete) \nUnlocked by: FarmLife Magazines \nUsed in: Farm Life Recipes\n\nThese animals can be harvested when fully grown and used to create delicious meals.,,,,,,,,Typ: Staw z Łososiami (Inwentarz Farm Life) \n\nPozyskiwanie: Dowolne Narzędzie Rzeźnickie (Siekiera/Nóż/Maczeta) \nOdblokowane przez: Czasopisma FarmLife \nUżywane w: Przepisy Farm Life\n\nZwierzęta te mogą zostać oprawione po pełnym dorastaniu i użyte do tworzenia pysznych posiłków.,,,,,,

farmLifeCubDesc,,block,Blocks,newKey,Type: Bear Pen (Farm Life Livestock) \n\nHarvested with: Any Butcher Tool (Axe/Knife/Machete) \nUnlocked by: FarmLife Magazines \nUsed in: Farm Life Recipes\n\nThese animals can be harvested when fully grown and used to create delicious meals.,,,,,,,,Typ: Wybieg dla Niedźwiedzi (Inwentarz Farm Life) \n\nPozyskiwanie: Dowolne Narzędzie Rzeźnickie (Siekiera/Nóż/Maczeta) \nOdblokowane przez: Czasopisma FarmLife \nUżywane w: Przepisy Farm Life\n\nZwierzęta te mogą zostać oprawione po pełnym dorastaniu i użyte do tworzenia pysznych posiłków.,,,,,,

farmLifeAlligatorDesc,,block,Blocks,newKey,Type: Alligator Pond (Farm Life Livestock) \n\nHarvested with: Any Butcher Tool (Axe/Knife/Machete) \nUnlocked by: FarmLife Magazines \nUsed in: Farm Life Recipes\n\nThese animals can be harvested when fully grown and used to create delicious meals.,,,,,,,,Typ: Staw z Aligatorami (Inwentarz Farm Life) \n\nPozyskiwanie: Dowolne Narzędzie Rzeźnickie (Siekiera/Nóż/Maczeta) \nOdblokowane przez: Czasopisma FarmLife \nUżywane w: Przepisy Farm Life\n\nZwierzęta te mogą zostać oprawione po pełnym dorastaniu i użyte do tworzenia pysznych posiłków.,,,,,,

FruitBowlDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA harty Fruit Bowl full of goodness.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPożywna Miska Owoców pełna dobroci.,,,,,,

VitalityFruitBowlDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA harty Fruit Bowl full of goodness.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPożywna Miska Owoców pełna dobroci.,,,,,,

Cheese Cloth,items,item,,,Cheese Cloth,,,,,,,,Chusta Serowarska,,,,,,

CheeseClothDesc,,item,Food,newKey,Type:Farm Life Dairy Churn (required)\n\nUse the Dairy Churn to craft various ingredients.,,,,,,,,Typ: Maselnica Farm Life (wymagane)\n\nUżyj Maselnicy do wytwarzania różnych składników.,,,,,,


Whisk,items,item,,,Whisk,,,,,,,,Trzepaczka,,,,,,


WhiskDesc,,item,Food,newKey,Type:Farm Life Whisk (required)\n\nUse in the Dairy Churn to craft various ingredients.,,,,,,,,Typ: Trzepaczka Farm Life (wymagane)\n\nUżyj w Maselnicy do wytwarzania różnych składników.,,,,,,

Cheese Press,items,item,,,Cheese Press,,,,,,,,Prasa do Sera,,,,,,

CheesePressDesc,,item,Food,newKey,Type:Farm Life Cheese Press (required)\n\nUse in the Dairy Churn to craft various ingredients.,,,,,,,,Typ: Prasa do Sera Farm Life (wymagane)\n\nUżyj w Maselnicy do wytwarzania różnych składników.,,,,,,

RawMilkDesc,,item,Food,newKey,Type:Farm Life Item (required)\nMaterial:\nUnlocked by:Farm Life\n\nUse the Dairy Churn along with the whisk. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Farm Life (wymagane)\nMateriał:\nOdblokowane przez: Farm Life\n\nUżyj Maselnicy wraz z trzepaczką. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeCheddarDesc,,item,Food,newKey,Type:Farm Life Item (required)\nMaterial:\nUnlocked by:Farm Life\n\nUse the Dairy Churn. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Farm Life (wymagane)\nMateriał:\nOdblokowane przez: Farm Life\n\nUżyj Maselnicy. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

CheeseDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\n An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\n Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeCheeseCultureDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nMade in the Dairy Churn and is used in the production of Cheese Goods.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nTworzone w Maselnicy i używane do produkcji Wyrobów Serowarskich.,,,,,,

CreamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nMade in the Dairy Churn and is used in the production of food Goods.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nTworzone w Maselnicy i używane do produkcji wyrobów spożywczych.,,,,,,

CreamCheeseDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nMade in the Dairy Churn and is used in the production of food Goods.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nTworzone w Maselnicy i używane do produkcji wyrobów spożywczych.,,,,,,

FreshButterDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nMade in the Dairy Churn and is used in the production of food Goods.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nTworzone w Maselnicy i używane do produkcji wyrobów spożywczych.,,,,,,

TractorDesc,,block,Special Item,newKey,Type: Farm Life Tractor (Workbench required to craft)\n\nSecure Storage for all your farmlife goods.,,,,,,,,Typ: Traktor Farm Life (Wymagany Stół Roboczy)\n\nBezpieczne miejsce na przechowywanie wszystkich twoich rolniczych zbiorów.,,,,,,

Brick Planter 1,blocks,Block,,,Brick Planter 1,,,,,,,,Ceglana Donica 1,,,,,,
Brick Planter 2,blocks,Block,,,Brick Planter 2,,,,,,,,Ceglana Donica 2,,,,,,
Brick Planter 3,blocks,Block,,,Brick Planter 3,,,,,,,,Ceglana Donica 3,,,,,,
Brick Planter 4,blocks,Block,,,Brick Planter 4,,,,,,,,Ceglana Donica 4,,,,,,


farmLifeBrickPlanterDesc,,block,Resources,newKey,Type: Advanced Farming (Farm Table required to craft) Clay\nUnlocked by: Farm Life\n\nBrick Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.,,,,,,,,Typ: Zaawansowane Rolnictwo (Wymagany Stół FarmLife) Glina\nOdblokowane przez: Farm Life\n\nCeglane Donice to bloki dekoracyjne. Po postawieniu działają jak żyzna gleba. Możesz na nich sadzić nasiona.,,,,,,

farmLifeBrickPlanter2Desc,,block,Resources,newKey,Type: Advanced Farming (Farm Table required to craft) Clay\nUnlocked by: Farm Life\n\nBrick Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.,,,,,,,,Typ: Zaawansowane Rolnictwo (Wymagany Stół FarmLife) Glina\nOdblokowane przez: Farm Life\n\nCeglane Donice to bloki dekoracyjne. Po postawieniu działają jak żyzna gleba. Możesz na nich sadzić nasiona.,,,,,,

farmLifeBrickPlanter3Desc,,block,Resources,newKey,Type: Advanced Farming (Farm Table required to craft) Clay\nUnlocked by: Farm Life\n\nBrick Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.,,,,,,,,Typ: Zaawansowane Rolnictwo (Wymagany Stół FarmLife) Glina\nOdblokowane przez: Farm Life\n\nCeglane Donice to bloki dekoracyjne. Po postawieniu działają jak żyzna gleba. Możesz na nich sadzić nasiona.,,,,,,

farmLifeBrickPlanter4Desc,,block,Resources,newKey,Type: Advanced Farming (Farm Table required to craft) Clay\nUnlocked by: Farm Life\n\nBrick Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.,,,,,,,,Typ: Zaawansowane Rolnictwo (Wymagany Stół FarmLife) Glina\nOdblokowane przez: Farm Life\n\nCeglane Donice to bloki dekoracyjne. Po postawieniu działają jak żyzna gleba. Możesz na nich sadzić nasiona.,,,,,,

Farm Barrel,blocks,Block,,,Farm Barrel,,,,,,,,Beczka Rolnicza,,,,,,

FarmBarrelDesc,,block,Resources,newKey,Type: Advanced Farming (Farm Table required to craft) Clay\nUnlocked by: Farm Life\n\nBarrels are secure storage. Once placed they can be filled with items and kept safe.,,,,,,,,Typ: Zaawansowane Rolnictwo (Wymagany Stół FarmLife) Glina\nOdblokowane przez: Farm Life\n\nBeczki to bezpieczne schowki. Po postawieniu można je wypełnić przedmiotami i bezpiecznie przechowywać.,,,,,,

farmLifeFarmCropPlotDesc,,block,Resources,newKey,Type: Advanced Farming (Farm Table required to craft) Clay\nUnlocked by: Farm Life\n\nBrick Planters are decorative blocks. Once placed they act like fertile soil. You can place seeds on top of them to grow.,,,,,,,,Typ: Zaawansowane Rolnictwo (Wymagany Stół FarmLife) Glina\nOdblokowane przez: Farm Life\n\nCeglane Donice to bloki dekoracyjne. Po postawieniu działają jak żyzna gleba. Możesz na nich sadzić nasiona.,,,,,,

Terracotta Planter,blocks,Block,,,Terracotta Planter,,,,,,,,Terakotowa Donica,,,,,,

farmLifeTerracottaPlanterDesc,,block,Resources,newKey,Type: Advanced Farming (Farm Table required to craft) Clay\nUnlocked by: Farm Life\n\nBarrels are secure storage. Once placed they can be filled with items and kept safe.,,,,,,,,"Typ: Zaawansowane Rolnictwo (Wymagany Stół FarmLife) \nOdblokowane przez: Farm Life\n\nPorządna terakotowa donica dla kogoś, kto chce wyhodować coś więcej niż tylko grzyba na ścianie schronu. Tu sadzisz porządne żarcie, żeby nie zdechnąć z głodu. Prawdziwa, wypalana glina, a nie jakiś tani plastik z marketu.",,,,,,

Wood Planter,blocks,Block,,,Wood Planter,,,,,,,,Drewniana Donica,,,,,,

farmLifeWoodPlanterDesc,,block,Resources,newKey,Type: Advanced Farming (Farm Table required to craft) Clay\nUnlocked by: Farm Life\n\nBarrels are secure storage. Once placed they can be filled with items and kept safe.,,,,,,,,Typ: Zaawansowane Rolnictwo (Wymagany Stół FarmLife) Glina\nOdblokowane przez: Farm Life\n\nBeczki to bezpieczne schowki. Po postawieniu można je wypełnić przedmiotami i bezpiecznie przechowywać.,,,,,,

FarmLifeSeedInfoDesc,,block,Food,newKey,Type: Farm Life Crop (Grown In Farm Plots And Planters) \n\nUnlocked by: Auto Unlocked \nUsed in: Farm Life Recipes\n\nThese crops can be Grown from a seed and then harvested when ripe and then used to create delicious meals in the kitchen!,,,,,,,,"Typ: Uprawa Farm Life (Rośnie na Polach Uprawnych i w Donicach) \n\nOdblokowane przez: Odblokowane Automatycznie \nUżywane w: Przepisy Farm Life\n\nTe uprawy mogą zostać wyhodowane z nasion, zebrane po dojrzeniu, a następnie użyte do tworzenia pysznych posiłków w kuchni!",,,,,,

FarmLifeFruitInfoDesc,,block,Food,newKey,Type: Farm Life Fruit Crop (Harvested) \n\nUnlocked by: Farm Life Magazine\nUsed in: Farm Life Recipes\n\nThese Fruits once harvested can be used to create delicious meals in the kitchen or just eaten on the go!,,,,,,,,Typ: Uprawa Owoców Farm Life (Pozyskiwane) \n\nOdblokowane przez: Czasopismo Farm Life\nUżywane w: Przepisy Farm Life\n\nPo zebraniu te Owoce mogą zostać użyte do tworzenia pysznych posiłków w kuchni lub po prostu zjedzone w drodze!,,,,,,

GoldenMaltDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Drying Pan on a Brew Cooker. Malt is an essential ingredient for brewing spirits.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Suszarki na Kuchence Piwowarskiej. Słód to niezbędny składnik do warzenia mocnych alkoholi.,,,,,,

farmLifeSalmonRoeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or crafting of Animal Ponds.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nSkładnik używany do tworzenia pysznych posiłków lub tworzenia Zwierzęcych Stawów.,,,,,,

SalmonRoeAndFriesDesc,,block,Food,newKey,Type: Farm Life Food Item \n\nThis meal will keep you fit and healthy while zombie slaying.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life \n\nTen posiłek utrzyma cię w formie i zdrowiu podczas zabijania zombie.,,,,,,

farmLifeGrilledSquashDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Tongs on a Webber Grill. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Szczypiec na Grillu Webber. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeChickenTamaleDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the CookingPot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Garnka w Piekarniku Gazowym. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

FLEAnimalDNATestTubeDesc,,item,Food,newKey,Type: Farm Life DNA Item \n\nUsed in: Farm Life CryoGenics \n\nThis item is used in the creation of FarmLife animals and Birds!,,,,,,,,Typ: Przedmiot DNA Farm Life \n\nUżywane w: Kriogenika Farm Life \n\nTen przedmiot jest używany do tworzenia ptaków i zwierząt FarmLife!,,,,,,

CowManureDesc,,item,Food,newKey,Type: Farm Life Organic (Harvested) \n\nCowManure!? This shit is Farmers Gold.,,,,,,,,Typ: Organiczne Farm Life (Pozyskiwane) \n\nKrowi Nawóz!? To łajno to złoto rolników.,,,,,,

CowChipFuelDesc,,item,Food,newKey,Type: Farm Life Fuel (Farm Table Required) Cow Manure \nUnlocked by: Farm Life\n\nCow Manure is used for longer burning times when used as fuel!!,,,,,,,,"Typ: Paliwo Farm Life (Wymagany Stół FarmLife) Krowi Nawóz \nOdblokowane przez: Farm Life\n\nKrowi Nawóz zapewnia dłuższy czas spalania, gdy jest używany jako paliwo!!",,,,,,

animalFeedDesc,,item,Food,newKey,Type: Farm Life Resource (Farm Table Required) Organic \nUnlocked by: Farm Life\n\nAnimal Feed. Just don't feed the Bears.,,,,,,,,Typ: Surowiec Farm Life (Wymagany Stół FarmLife) Organiczny \nOdblokowane przez: Farm Life\n\nPasza dla Zwierząt. Tylko nie karm niedźwiedzi.,,,,,,

DNA Splicer,items,item,,,DNA Splicer,,,,,,,,Modyfikator DNA,,,,,,

DNASplicerDesc,,item,Food,newKey,Type: Farm Life DNA Item \n\nUsed in: Farm Life CryoGenics \n\nThis item is used in the creation of FarmLife animals!,,,,,,,,Typ: Przedmiot DNA Farm Life \n\nUżywane w: Kriogenika Farm Life \n\nTen przedmiot jest używany do tworzenia zwierząt FarmLife!,,,,,,

farmLifeAmericanFriesDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

CookedHorseRibsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

MixedFruitJuiceDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

IceCreamDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

OldSaltDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nOld Salt that can be used in recipes and also be refined.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nStara Sól, która może być używana w przepisach, a także poddawana rafinacji.",,,,,,

DoughDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,
